上班忘记打卡了	忘打卡	1
上班忘记打卡了	没有离职审批	0
上班忘记打卡了	想处理异常，发现异常页面处没有“年假/调休/事假”选项，怎么办?	0
上班忘记打卡了	提交假单失败，提示“当日已有同类型的请假单”	0
上班忘记打卡了	工牌坏了，可以重新领吗?	0
上班忘记打卡了	用户登录SFA时发现没有应用菜单，怎么办？	0
上班忘记打卡了	工资明细在哪里查看?	0
上班忘记打卡了	申请SFA功能权限	0
上班忘记打卡了	为什么选中门店提示“该门店无编制目标，请联系区域推广运营核实”？	0
上班忘记打卡了	工龄怎么提交?要提供什么资料?	0
不记得打卡	忘打卡	1
不记得打卡	工牌坏了，可以重新领吗?	0
不记得打卡	五险一金疑问、社保卡领取	0
不记得打卡	货架-图片识别有很多条码没有识别出来，这个是怎么回事？	0
不记得打卡	提交假单失败，提示“当日已有同类型的请假单”	0
不记得打卡	没有经销巡检模块	0
不记得打卡	没有经销中心巡检模块	0
不记得打卡	促销员登录账号后没有目标显示，确认不了目标怎么办？	0
不记得打卡	为什么铺货视图数据不准确？	0
不记得打卡	从携程上订的机票和酒店需要拿发票报销吗	0
下班忘记打卡了	忘打卡	1
下班忘记打卡了	想处理异常，发现异常页面处没有“年假/调休/事假”选项，怎么办?	0
下班忘记打卡了	工牌坏了，可以重新领吗?	0
下班忘记打卡了	没有离职审批	0
下班忘记打卡了	制定常规拜访计划时搜索不到门店要怎么办？	0
下班忘记打卡了	货架-图片识别有很多条码没有识别出来，这个是怎么回事？	0
下班忘记打卡了	门店存在重复	0
下班忘记打卡了	已经制定计划了但是第二天看不到，这个怎么办？	0
下班忘记打卡了	找不到品种	0
下班忘记打卡了	请病假、看护假、婚假、丧假、病假等怎么提?需要什么证明材料?	0
忘记打卡了	忘打卡	1
忘记打卡了	工牌坏了，可以重新领吗?	0
忘记打卡了	提交假单失败，提示“当日已有同类型的请假单”	0
忘记打卡了	自助平台密码遗失	0
忘记打卡了	想处理异常，发现异常页面处没有“年假/调休/事假”选项，怎么办?	0
忘记打卡了	发现门店已倒闭，怎么申请关闭门店？	0
忘记打卡了	工龄怎么提交?要提供什么资料?	0
忘记打卡了	苹果手机无法验证sfa	0
忘记打卡了	申请SFA功能权限	0
忘记打卡了	SFA费用+无显示	0
漏了打卡	忘打卡	1
漏了打卡	工牌坏了，可以重新领吗?	0
漏了打卡	五险一金疑问、社保卡领取	0
漏了打卡	新员工无今日工作打卡界面	0
漏了打卡	自助平台密码遗失	0
漏了打卡	跨区域进行联合铺货时，无法选择其他区域的经销商制定计划怎么办？	0
漏了打卡	登录仕邦出勤提示“暂不能登录仕邦出勤，请下载SFA并登录”	0
漏了打卡	苹果手机无法验证sfa	0
漏了打卡	为什么选中门店提示“该门店无编制目标，请联系区域推广运营核实”？	0
漏了打卡	提报不了销量	0
天啊，我又下班忘记打卡了	忘打卡	1
天啊，我又下班忘记打卡了	想处理异常，发现异常页面处没有“年假/调休/事假”选项，怎么办?	0
天啊，我又下班忘记打卡了	工牌坏了，可以重新领吗?	0
天啊，我又下班忘记打卡了	没有离职审批	0
天啊，我又下班忘记打卡了	提交假单失败，提示“当日已有同类型的请假单”	0
天啊，我又下班忘记打卡了	没有制作零售计划模块	0
天啊，我又下班忘记打卡了	出差要怎么订机票和酒店?	0
天啊，我又下班忘记打卡了	制定联合铺货计划时搜索不到经销商怎么办？	0
天啊，我又下班忘记打卡了	发现系统门店地址有误，怎么修改门店地址？	0
天啊，我又下班忘记打卡了	搜不到经销商	0
我有一次下班忘打卡，但应用没有提示我有异常的考勤忘打卡	忘打卡	1
我有一次下班忘打卡，但应用没有提示我有异常的考勤忘打卡	想处理异常，发现异常页面处没有“年假/调休/事假”选项，怎么办?	0
我有一次下班忘打卡，但应用没有提示我有异常的考勤忘打卡	提交假单失败，提示“当日已有同类型的请假单”	0
我有一次下班忘打卡，但应用没有提示我有异常的考勤忘打卡	工牌坏了，可以重新领吗?	0
我有一次下班忘打卡，但应用没有提示我有异常的考勤忘打卡	发现系统门店地址有误，怎么修改门店地址？	0
我有一次下班忘打卡，但应用没有提示我有异常的考勤忘打卡	苹果手机无法验证sfa	0
我有一次下班忘打卡，但应用没有提示我有异常的考勤忘打卡	提报不了销量	0
我有一次下班忘打卡，但应用没有提示我有异常的考勤忘打卡	自助平台密码遗失	0
我有一次下班忘打卡，但应用没有提示我有异常的考勤忘打卡	为什么选中门店提示“该门店无编制目标，请联系区域推广运营核实”？	0
我有一次下班忘打卡，但应用没有提示我有异常的考勤忘打卡	出差要怎么订机票和酒店?	0
无法提交假单，显示有同类型请假单	提交假单失败，提示“当日已有同类型的请假单”	1
无法提交假单，显示有同类型请假单	关联不到费用申请单	0
无法提交假单，显示有同类型请假单	货架-图片识别有很多条码没有识别出来，这个是怎么回事？	0
